# Topic name : ASP.NET
# Description : ASP.NET is a web framework for building modern web apps and services.
# Github topic URL : https://github.com/topics/aspnet
user_name,repo_name,repo_url,forks,stars,tags,languages_used
smartstore,SmartStoreNET,https://github.com/smartstore/SmartStoreNET,1500.0,2600.0,"['sass', 'c-sharp', 'cms', 'ecommerce', 'mvc', 'shop', 'aspnet', 'azure', 'liquid', 'e-commerce', 'ef6', 'lucene', 'cart', 'basket', 'aspnet-mvc-5', 'autofac', 'bootstrap-4', 'smartstore', 'pagebuilder', 'esd']","{'C#': '72.6%', 'HTML': '12.0%', 'JavaScript': '6.0%', 'TSQL': '4.8%', 'SCSS': '3.2%', 'Rich': 'Text'}"
JimBobSquarePants,ImageProcessor,https://github.com/JimBobSquarePants/ImageProcessor,508.0,2500.0,"['c-sharp', 'png', 'aspnet', 'jpeg', 'tiff', 'bmp', 'gif', 'webp', 'image-processor']",{'C#': '100.0%'}
serenity-is,Serenity,https://github.com/serenity-is/Serenity,777.0,2500.0,"['c-sharp', 'visual-studio', 'typescript', 'aspnetcore', 'aspnet', 'rapid', 'dotnet-core', 'serenity', 'application-platform', 'dotnet6', 'serenity-platform']","{'C#': '44.6%', 'JavaScript': '35.6%', 'TypeScript': '13.3%', 'CSS': '6.5%'}"
mjebrahimi,Awesome-Microservices-DotNet,https://github.com/mjebrahimi/Awesome-Microservices-DotNet,350.0,2400.0,"['distributed-systems', 'awesome', 'microservices', 'microservice', 'dotnet', 'aspnetcore', 'aspnet', 'dotnetcore', 'distributed', 'dotnet-core', 'awesome-list', 'aspnet-core', 'asp-net-core', 'asp-net', 'microservices-architecture', 'aspnet-mvc', 'awesome-lists', 'microservice-architecture']",{}
loic-sharma,BaGet,https://github.com/loic-sharma/BaGet,573.0,2400.0,"['package-manager', 'csharp', 'dotnet', 'aspnet', 'nuget', 'azure']","{'C#': '94.7%', 'HTML': '3.7%'}"
TrilonIO,aspnetcore-angular-universal,https://github.com/TrilonIO/aspnetcore-angular-universal,449.0,1500.0,"['angular', 'universal', 'ngrx', 'hmr', 'aspnetcore', 'aspnet', 'ssr', 'angular2', 'angular4', 'dotnet-template', 'angular5', 'angular6', 'trilon']","{'TypeScript': '34.0%', 'C#': '21.9%', 'JavaScript': '21.9%', 'HTML': '14.3%', 'CSS': '6.8%', 'Dockerfile': '1.1%'}"
TrilonIO,aspnetcore-Vue-starter,https://github.com/TrilonIO/aspnetcore-Vue-starter,270.0,1200.0,"['vue', 'aspnetcore', 'aspnet', 'ssr', 'vuejs2', 'vue2', 'dotnet-template', 'trilon']","{'Vue': '38.9%', 'JavaScript': '27.5%', 'C#': '19.6%', 'CSS': '8.3%', 'HTML': '3.6%', 'Dockerfile': '2.1%'}"
MarimerLLC,csla,https://github.com/MarimerLLC/csla,369.0,1100.0,"['c-sharp', 'xamarin', 'aspnetcore', 'aspnet', 'uwp', 'wpf', 'winforms', 'webassembly', 'xamarin-forms', 'asp-net-core', 'netstandard', 'asp-net', 'windows-forms', 'asp-net-mvc', 'csla', 'windowsforms', 'maui', 'web-forms', 'blazor']","{'C#': '96.3%', 'Vim': 'Snippet', 'HTML': '0.8%', 'PowerShell': '0.6%', 'Visual': 'Basic', 'Shell': '0.0%'}"
smartstore,Smartstore,https://github.com/smartstore/Smartstore,335.0,896.0,"['bootstrap', 'cms', 'ecommerce', 'shopping-cart', 'csharp', 'shop', 'dotnet', 'aspnetcore', 'aspnet', 'azure', 'rest-api', 'headless', 'ecommerce-platform', 'e-commerce', 'aspnet-core', 'asp-net', 'cms-framework', 'dxp', 'headless-commerce', 'composable-commerce']","{'C#': '66.5%', 'JavaScript': '13.8%', 'HTML': '13.0%', 'SCSS': '5.3%', 'CSS': '1.3%', 'Liquid': '0.1%'}"
antonioCoco,SharPyShell,https://github.com/antonioCoco/SharPyShell,144.0,818.0,"['obfuscation', 'encryption', 'csharp', 'aspnet', 'webshell']","{'Python': '94.2%', 'ASP.NET': '3.3%', 'C#': '2.5%'}"
